ID,ra,dec,match_dist_as,spectral_type
83940523,0.0169976360306548,34.1885450373917,0.009976528735298883,
117927922,0.0567065938892086,24.8819573923933,579.7656111738961,-
117928216,0.116588411385525,24.0229986460953,2449.451920497378,-
117953209,0.395388861529031,25.1970962451945,2307.1619585320122,-
117954030,0.49922430579627,25.4719928453167,1989.6056116943018,-
117956546,0.543088080825098,27.0817991094254,0.0010700558214973479,
118004641,0.711524031230741,24.8597991702889,0.0047806342676539,G8/K0III/IV
118007603,0.931142603588615,26.0655666340422,1843.2320183680265,-
118031695,0.974568845409904,25.9396319073346,1131.2007059049104,-
118032201,0.942723427652156,27.5174291305746,0.02132877911155935,
118032308,0.981681853869709,27.8104072319112,0.0050331745666262655,
194140684,0.752035896115703,41.1831743541329,121.88987198048633,-
194140718,0.767681026808226,41.1222671868315,0.0035923007179297097,
194140883,0.799389589318823,40.8744293080711,0.003854644232798833,K4
194144045,0.987633688698042,36.9702521752481,2738.7151878976074,-
201411114,0.0917182087546871,51.754347023025,0.0014878366681988751,
201420961,0.274423155872235,51.9286313999021,0.002270798804280205,
201498226,0.692335915682942,48.1601320557827,10.787347496020582,-
238296251,0.486124441137207,21.7144298319166,29.63129647664528,-
238297815,0.535308371689872,19.9869831912961,21.855726509823178,-
238298329,0.55458887744944,21.8916724690241,0.006897820551544948,
238298892,0.600816282872395,23.8923712527279,0.0023666405957085196,
238302206,0.812097517309559,23.6940609306977,402.0602610278162,-
257468888,0.178464047362185,1.53941786603335,0.0058388825184075175,K4/5V
257503647,0.743192515514213,3.38193256038424,0.12131646573602183,-
257503808,0.831404038294709,2.43979973808166,0.001859207247450629,DA
257522631,0.912383144124323,1.58613884319387,0.001957927981503845,
282792368,0.762509631444288,62.201053227129,0.0024589727152725255,DQ
378587653,0.787423462959493,71.6661736080133,0.0035755765835270093,K1III
380156917,0.245857292538231,21.2572878760742,0.0027046472998995285,
405266556,0.278040244244947,11.0100898581613,0.005629966503225723,K0
405266970,0.67119574412151,10.906755786782,0.0019072312700828377,K3
405267949,0.690309062264185,6.03440155533138,412.39765133257805,-
417860263,0.173517429377549,62.1758987685257,0.0016673919151400836,
418707388,0.594359869392704,63.962261621689,0.0018837334163014105,
418735627,0.132624787196999,8.46866624688261,0.0017926424277238985,
418735898,0.233407888556815,9.91036706809786,29.601849624113054,-
432549364,0.362153885472867,39.3838283730146,394.1890964651463,-
601170369,0.479352513511167,45.3426069338437,819.5779791441432,-
601207161,0.72526540987048,46.2341361667397,1106.9011872095796,-
601737479,0.855727489286189,50.7762176562149,0.004823736603465013,K5V
118031332,1.0027559408935,24.7180331281226,0.0017751502229226344,K4
194257655,1.91856718465768,39.0347746436064,1365.8585161263366,-
201626334,1.41837476093053,48.418352489676,0.00090903570395664,
201736330,1.9276314909821,48.0706515776491,0.003149091595261725,
238390142,1.08533867449452,24.69336916422,0.004493947230769754,
238390421,1.10031629226863,25.6932324489866,0.0037841307874473375,
238393125,1.27722434018468,25.726802144625,0.007629657841829545,
238393594,1.2589477961862,24.1614916625901,676.509744708761,-
238407299,1.3843869383148,28.9949654357462,0.029889491639411125,
238432056,1.6532670438182,29.0215028909291,0.004814899154239139,
258866681,1.2346731283706,23.2696286989997,296.3774522223961,-
258868211,1.47811972599347,18.2350074122051,0.003713094757281519,
300943035,1.72297648393735,0.0894817399541705,0.0022457108402458388,
301788905,1.94837936434791,19.8569274120136,0.005529681095512747,G8/K0III/IV
301789924,1.98384977123121,23.6007425166746,0.004178029218813818,DA7
326682209,1.9670231497224,55.5770423444705,0.0025591580578335576,
347011368,1.0575987928777,54.1210747427689,0.0029024967907424204,
347304330,1.42362806353121,58.3132590674968,0.0027651412564167525,F8V
347304641,1.56588848963093,58.4366986089182,1176.5831360218317,-
354532520,1.75274831724477,32.8700967936002,2806.1569582916986,-
354532596,1.69341046258592,32.9668008388378,0.0053551800875730055,F8V
354536513,1.95867118968539,35.382732444268,0.0031065885101396818,
354537557,1.87041890487152,34.0610262999323,132.70184420473132,-
354537884,1.88441534844132,33.2910018509403,0.004635333830722955,K4V
354594143,1.83904305405398,32.5735830884965,0.008931710204621478,F8V
357353192,1.71838224588589,12.8345473330824,0.0016259830548246738,
357367600,1.92651863150487,17.0884389154892,0.007601608827111551,K4V
373130514,1.14546936947281,71.9685316032362,1237.7805597354215,-
373132595,1.27842043821714,73.2192735070035,1589.8232438901553,-
403024121,1.5772361718162,6.93687121025391,697.562178997947,-
407027929,1.67010254100772,70.5367893013422,1.1619083861525854,-
439949946,1.42092453196458,45.8120958899851,0.0029341109432589585,DA
439949948,1.42084507877455,45.8103759730057,0.0029376656003063193,
601197884,1.7690941391261,46.5805196112337,0.001974816187428254,DB2
601658144,1.26639467451128,48.307407342545,17.161197772954914,-
601706969,1.77898279325933,49.9178817497181,811.616115065494,-
603937753,1.76048360054626,55.4744603106518,843.9038713980857,-
604360902,1.43805171458682,58.0939555926901,0.004065619888138973,K5V
604456530,1.54901277253568,59.0036898988069,0.009580259755600578,
609728944,1.42055704335134,79.0707148474963,948.9427895306835,-
611095155,1.77137441507968,6.42600232260339,1069.4650834215215,-
611664867,1.35688639781881,20.744314245754,0.018947868258192866,
611842039,1.64463693039848,28.9795954453439,29.864163818218273,-
611842598,1.72196088987326,29.128221151615,0.00044397056827880056,K4V
611847420,1.89553640023357,30.2532241384631,15.344405242236196,-
611853501,1.65797251957108,31.0710949410655,0.002591787575231763,
611978379,1.49392063629259,34.8607398923576,2133.534855347226,-
612043538,1.2547126367511,40.0595071571421,1301.2122249895895,-
22499336,2.39776805777626,31.1457942764467,0.004170059509963219,
22524130,2.75047241156761,34.2357436743872,11.833276253099537,-
22527304,2.8434890528423,30.4495762013421,0.014934425519165892,F5/6V
82972933,2.31980701111614,65.0708895902506,1469.77126631232,-
83344134,2.827463565248,60.1655741795392,959.5013983174348,-
